Job URL,Status,Timestamp
https://www.naukri.com/job-listings-software-engineer-developer-programmer-2025-graduate-can-also-appl-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-141025009980,Applied,2025-10-17 00:32:01
https://www.naukri.com/job-listings-software-engineer-amazon-hyderabad-chennai-bengaluru-0-to-2-years-151025032648,Applied,2025-10-17 00:32:06
https://www.naukri.com/job-listings-software-engineer-mysunai-hyderabad-chennai-bengaluru-0-to-5-years-151025026481,Applied,2025-10-17 00:32:12
https://www.naukri.com/job-listings-software-reliability-engineer-ti-steps-hyderabad-chennai-bengaluru-0-to-2-years-151025014598,Applied,2025-10-17 00:32:19
https://www.naukri.com/job-listings-software-engineer-salesasaseva-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-250924508423,Applied,2025-10-17 00:32:25
Job URL,Status,Timestamp
https://www.naukri.com/job-listings-software-engineer-developer-programmer-2025-graduate-can-also-appl-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-141025009980,Applied,2025-10-17 00:35:05
https://www.naukri.com/job-listings-software-engineer-amazon-hyderabad-chennai-bengaluru-0-to-2-years-151025032648,Applied,2025-10-17 00:35:11
Job URL,Status,Timestamp
